FID,Document,HoCo ID,Name,Address,Tax Map,Block,Parcel,Lot,Building Name,Common Name,Location,Survey Year,Comments,geom
Historic_Sites_View.fid-e93e948_15090ed509b_-1957,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-701.pdf"" TARGET=""NEW"">Click Here </a>",701,Unnamed,10571 Scaggsville Rd,46,12,85,0,Unnamed,,Laurel,1997,,POINT (1346637.48 535259.745)
Historic_Sites_View.fid-e93e948_15090ed509b_-1956,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-702.pdf"" TARGET=""NEW"">Click Here </a>",702,Unnamed,10578 Scaggsville Rd,46,12,212,0,Unnamed,,Laurel,1997,,POINT (1346679.3299999998 535415.145)
Historic_Sites_View.fid-e93e948_15090ed509b_-1955,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-703.pdf"" TARGET=""NEW"">Click Here </a>",703,Welsh's School,10623 Scaggsville Rd,46,12,31,0,Welsh's School,Highridge School,Laurel,1997,Demo permit for SFD 11/16/2004 completed,POINT (1346484.42 535370.955)
Historic_Sites_View.fid-e93e948_15090ed509b_-1954,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-704.pdf"" TARGET=""NEW"">Click Here </a>",704,Unnamed,10643 Scaggsville Rd,46,12,196,0,Unnamed,,Laurel,1997,,POINT (1345843.23 535568.49)
Historic_Sites_View.fid-e93e948_15090ed509b_-1953,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-705.pdf"" TARGET=""NEW"">Click Here </a>",705,Unnamed,10671 Scaggsville Rd,46,12,191,0,Unnamed,,Laurel,1997,,POINT (1345588.0499999998 535739.1)
Historic_Sites_View.fid-e93e948_15090ed509b_-1952,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-706.pdf"" TARGET=""NEW"">Click Here </a>",706,Unnamed,10710 Scaggsville Rd,46,11,11,0,Unnamed,,,OTHER,7/23/2004,POINT (1345453.41 536137.11)
Historic_Sites_View.fid-e93e948_15090ed509b_-1951,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-708.pdf"" TARGET=""NEW"">Click Here </a>",708,Emmanuel Methodist Episcp,10755 Scaggsville Rd,46,11,365,0,Emmanuel Methodist Episcpal Church South,Emmanuel United Methodist Church,Laurel,1997,,POINT (1344811.92 536480.385)
Historic_Sites_View.fid-e93e948_15090ed509b_-1950,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-709.pdf"" TARGET=""NEW"">Click Here </a>",709,Unnamed,10756 Scaggsville Rd,46,11,5,0,Unnamed,,Laurel,1997,,POINT (1344858.75 536739.6749999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-194f,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-710.pdf"" TARGET=""NEW"">Click Here </a>",710,Arthur E. Scaggs House,10763 Scaggsville Rd,46,11,40,0,Arthur E. Scaggs House,,Laurel,1997,,POINT (1344667.95 536555.01)
Historic_Sites_View.fid-e93e948_15090ed509b_-194e,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-711.pdf"" TARGET=""NEW"">Click Here </a>",711,Unnamed,10787Scaggsville Rd,46,11,99,0,Unnamed,,Laurel,1997,,POINT (1344557.91 536666.22)
Historic_Sites_View.fid-e93e948_15090ed509b_-194d,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-712.pdf"" TARGET=""NEW"">Click Here </a>",712,Bobby's Scaggsville Stati,10919 Scaggsville Rd,46,5,54,0,Bobby's Scaggsville Station,,Laurel,1997,,POINT (1343273.16 537770.085)
Historic_Sites_View.fid-e93e948_15090ed509b_-194c,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-714.pdf"" TARGET=""NEW"">Click Here </a>",714,Unnamed,10919 Scaggsville Rd,46,5,54,0,Unnamed,,Laurel,1997,,POINT (1343328.7799999998 537664.14)
Historic_Sites_View.fid-e93e948_15090ed509b_-194b,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-715.pdf"" TARGET=""NEW"">Click Here </a>",715,Unnamed,10961 Scaggsville Rd,46,5,52,0,Unnamed,,Laurel,1997,,POINT (1342829.52 537910.26)
Historic_Sites_View.fid-e93e948_15090ed509b_-194a,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-716.pdf"" TARGET=""NEW"">Click Here </a>",716,Unnamed,10964 Scaggsville Rd,46,5,210,0,Unnamed,,Laurel,1997,,POINT (1342863.75 538122.135)
Historic_Sites_View.fid-e93e948_15090ed509b_-1949,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-718.pdf"" TARGET=""NEW"">Click Here </a>",718,Unnamed,11268 Scaggsville Rd,46,4,176,0,Unnamed,,Laurel,1997,,POINT (1339783.89 538934.22)
Historic_Sites_View.fid-e93e948_15090ed509b_-1948,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-720.pdf"" TARGET=""NEW"">Click Here </a>",720,Whetzel Farm,11425 Scaggsville Rd,46,3,337,0,Whetzel Farm,,Fulton,1997,,POINT (1338556.26 538653.855)
Historic_Sites_View.fid-e93e948_15090ed509b_-1947,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-722.pdf"" TARGET=""NEW"">Click Here </a>",722,Unnamed,10560 Shaker Dr,36,19,252,0,Unnamed,,Columbia,1997,,POINT (1350090.51 555529.9049999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1946,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-723.pdf"" TARGET=""NEW"">Click Here </a>",723,Unnamed,10600 Shaker Dr,36,13,54,0,Unnamed,,Columbia,1997,now owned by Christ Memorial Presbyterian inc.,POINT (1350305.0399999998 555903.615)
Historic_Sites_View.fid-e93e948_15090ed509b_-1945,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-740.pdf"" TARGET=""NEW"">Click Here </a>",740,Hockley Forge and Mill,,32,22,44,0,Hockley Forge and Mill,,32,1998,,POINT (1393465.68 566368.86)
Historic_Sites_View.fid-e93e948_15090ed509b_-1944,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-743.pdf"" TARGET=""NEW"">Click Here </a>",743,Foundations (off Annapoli,Annapolis Rock Rd,20,1,2,0,Foundations (off Annapolis Rock Rd),,,1996,,POINT (1279316.76 587654.25)
Historic_Sites_View.fid-e93e948_15090ed509b_-1943,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-744.pdf"" TARGET=""NEW"">Click Here </a>",744,Anderson Farm,Long Corner Rd,12,24,6,0,Anderson Farm,,,1997,,POINT (1267746.27 598536.105)
Historic_Sites_View.fid-e93e948_15090ed509b_-1942,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-745.pdf"" TARGET=""NEW"">Click Here </a>",745,Abandoned Farm Complex (o,Long Corner Rd,12,24,8,0,Abandoned Farm Complex (off Long Corner Rd),,,1998,,POINT (1269714.0599999998 598219.1699999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1941,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-755.pdf"" TARGET=""NEW"">Click Here </a>",755,SHA Apartments,351 West Friendship Rd,4,15,113,0,SHA Apartments,,,2001,,POINT (1321339.98 617326.605)
Historic_Sites_View.fid-e93e948_15090ed509b_-1940,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-756.pdf"" TARGET=""NEW"">Click Here </a>",756,St. Luke Methodist Episco,350 River Rd,4,16,12,0,St. Luke Methodist Episcopal Church,,Sykesville,2001,,POINT (1321455.5699999998 616976.01)
Historic_Sites_View.fid-e93e948_15090ed509b_-193f,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-790.pdf"" TARGET=""NEW"">Click Here </a>",790,Hugg-Thomas Wildlife Mana,,4,15,1,0,Hugg-Thomas Wildlife Management Area,,,UNK,NO FORM,POINT (1320038.88 616353.225)
Historic_Sites_View.fid-e93e948_15090ed509b_-193e,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-855.pdf"" TARGET=""NEW"">Click Here </a>",855,Hazlehurst Cottages,3961 College Ave,25,14,95,0,Hazlehurst Cottages,,Ellicott City,2005,Demolition requested,POINT (1370301.96 581297.97)
Historic_Sites_View.fid-e93e948_15090ed509b_-193d,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-032.pdf"" TARGET=""NEW"">Click Here </a>",032,Oakland Manor,5430 Vantage Point Rd,30,20,308,0,Oakland Manor,,Columbia,2008,"Rose Price house on site, Hnaor house barn across street",POINT (1353231.99 566554.065)
Historic_Sites_View.fid-e93e948_15090ed509b_-193c,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-032.pdf"" TARGET=""NEW"">Click Here </a>",032,Oakland Manor Barn,5410 Leaftreader Way,30,20,0,0,,,Columbia,2008,,POINT (1353785.3699999999 567080.835)
Historic_Sites_View.fid-e93e948_15090ed509b_-193b,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-818.pdf"" TARGET=""NEW"">Click Here </a>",818,Albert W. and Helen M. Co,9994 Washington Blvd,50,4,426,3,Albert W. and Helen M. Cornick Property,,Laurel,2004,,POINT (1358658.99 526159.86)
Historic_Sites_View.fid-e93e948_15090ed509b_-193a,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-819.pdf"" TARGET=""NEW"">Click Here </a>",819,Harry & Fulton Gordon Pro,10140 Washington Blvd,50,10,425,0,Harry & Fulton Gordon Property,,Laurel,2004,,POINT (1357515.93 524559.0599999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1939,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-820.pdf"" TARGET=""NEW"">Click Here </a>",820,Charles and Gertrude Russ,9533 North Laurel Rd,50,3,425,0,Charles and Gertrude Russell House,,Laurel,2008,Vacant,POINT (1357239.66 525793.455)
Historic_Sites_View.fid-e93e948_15090ed509b_-1938,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-821.pdf"" TARGET=""NEW"">Click Here </a>",821,Frank G. and Anna Haller,9921 Washington Blvd,50,4,262,0,Frank G. and Anna Haller Property,,Laurel,2003,,POINT (1359508.26 526909.0499999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1937,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-822.pdf"" TARGET=""NEW"">Click Here </a>",822,Cornelius W. Pickett Prop,8826 Washington Blvd,47,12,502,0,Cornelius W. Pickett Property(Hotel/Inn),White's Contrivance,Jessup,2004,,POINT (1366053.51 537640.59)
Historic_Sites_View.fid-e93e948_15090ed509b_-1936,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-823.pdf"" TARGET=""NEW"">Click Here </a>",823,Cornelius W. Pickett Prop,8802 Washington Blvd,47,6,68,0,Cornelius W. Pickett Property(Garage),White's Contrivance,Jessup,2004,,POINT (1366298.76 538198.965)
Historic_Sites_View.fid-e93e948_15090ed509b_-1935,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-834.pdf"" TARGET=""NEW"">Click Here </a>",834,George nad Lorraine Walth,4357 Montgomery Rd,24,24,328,0,George nad Lorraine Walther House,,Ellicott City,2007,demolished,POINT (1365125.3699999999 577236.195)
Historic_Sites_View.fid-e93e948_15090ed509b_-1934,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-835.pdf"" TARGET=""NEW"">Click Here </a>",835,Hubert and Lucienne Miche,3960 Old Columbia Pike,24,18,811,0,Hubert and Lucienne Michell House,,Ellicott City,2007,Scheduled for demolition 2006,POINT (1366084.2899999998 582289.725)
Historic_Sites_View.fid-e93e948_15090ed509b_-1933,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-851.pdf"" TARGET=""NEW"">Click Here </a>",851,Scrivnor-Kaplan House,5199 Ten Oaks Rd,28,15,144,0,Scrivnor-Kaplan House,,Clarksville,,,POINT (1319582.16 568324.0349999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1932,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-885.pdf"" TARGET=""NEW"">Click Here </a>",885,"Daniel M. Murray, Jr. Hou",6831 Montgomery Road,38,1,291,0,"Daniel M. Murray, Jr. House",,Ellicott City,2005,,POINT (1385672.0699999998 563257.605)
Historic_Sites_View.fid-e93e948_15090ed509b_-1931,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-903.pdf"" TARGET=""NEW"">Click Here </a>",903,Rex Family House,,24,24,318,0,Rex Family House,,Ellicott City,2006,Demo permit for SFD 5/15/2006 completed,POINT (1363854.66 578424.9299999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1930,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-904.pdf"" TARGET=""NEW"">Click Here </a>",904,William and Dorothy Rex H,,24,24,318,0,William and Dorothy Rex House,,Ellicott City,2006,"Demolished may, 2006",POINT (1363907.94 578314.605)
Historic_Sites_View.fid-e93e948_15090ed509b_-192f,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-905.pdf"" TARGET=""NEW"">Click Here </a>",905,Earl and Evelyn Hemminger,,24,24,318,0,Earl and Evelyn Hemminger House,,Ellicott City,2006,Demo 5/16/2006 completed,POINT (1363965 578194.0349999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-192e,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-906.pdf"" TARGET=""NEW"">Click Here </a>",906,George Gore Farm,,35,17,224,0,George Gore Farm,,Simpsonville,2006,,POINT (1344465.8099999998 556998.09)
Historic_Sites_View.fid-e93e948_15090ed509b_-192d,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-908.pdf"" TARGET=""NEW"">Click Here </a>",908,Miller-Ketterman House,9549 Old Annapolis Rd,30,9,65,0,Miller-Ketterman House,,Columbia,2006,,POINT (1356929.7899999998 573731.0399999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-192c,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-909.pdf"" TARGET=""NEW"">Click Here </a>",909,Joseph and Mary Ann Stigl,9557 Old Annapolis Rd,30,9,65,0,Joseph and Mary Ann Stigler House,,Columbia,2006,,POINT (1356882.69 573765.87)
Historic_Sites_View.fid-e93e948_15090ed509b_-192b,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-910.pdf"" TARGET=""NEW"">Click Here </a>",910,Norman and Edith Choyce H,9557 Old Annapolis Rd,30,9,65,0,Norman and Edith Choyce House,,Columbia,2006,Scheduled for demolition,POINT (1356832.65 573797.76)
Historic_Sites_View.fid-e93e948_15090ed509b_-192a,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-911.pdf"" TARGET=""NEW"">Click Here </a>",911,Seicke-Ketterman House,9571 Old Annapolis Rd,30,9,65,0,Seicke-Ketterman House,,Columbia,,,POINT (1356792.5399999998 573826.74)
Historic_Sites_View.fid-e93e948_15090ed509b_-1929,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-912.pdf"" TARGET=""NEW"">Click Here </a>",912,Seicke-Wood House,9577 Old Annapolis Rd,30,9,65,0,Seicke-Wood House,,Columbia,2006,Scheduled for demolition,POINT (1356746.6099999999 573867.12)
Historic_Sites_View.fid-e93e948_15090ed509b_-1928,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-913.pdf"" TARGET=""NEW"">Click Here </a>",913,Williams-Biller House,9583 Old Annapolis Rd,30,9,65,0,Williams-Biller House,,Columbia,2006,Scheduled for demolition 2006,POINT (1356696.8399999999 573897.5549999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1927,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-914.pdf"" TARGET=""NEW"">Click Here </a>",914,Ellicott City-Clarksville,,34,6,0,0,Ellicott City-Clarksville Turnpike 9-Mile Marker,,Clarksville,,,POINT (1329736.5 562376.88)
Historic_Sites_View.fid-e93e948_15090ed509b_-1926,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-916.pdf"" TARGET=""NEW"">Click Here </a>",916,Mount View,12985 Frederick Rd,15,10,142,0,Mount View Farm,,West Friendship,2007,Now houses Howard Co Farm Machinery Club,POINT (1322224.68 596525.8949999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1925,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-924.pdf"" TARGET=""NEW"">Click Here </a>",924,Strin Farm Tenant House,8914 Old Frederick Rd,17,12,40,0,Strin Farm Tenant House,,Ellicott City,2007,,POINT (1363412.8199999998 595331.19)
Historic_Sites_View.fid-e93e948_15090ed509b_-1924,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-946.pdf"" TARGET=""NEW"">Click Here </a>",946,Francis and Berta Taylor,6168 Hanover Rd,38,9,235,0,Francis and Berta Taylor House,,Hanover,2008,Demo permit for SFD 12/20/2007 completed,POINT (1390959.48 558940.1849999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1923,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-947.pdf"" TARGET=""NEW"">Click Here </a>",947,Eugene and Kathleen Boone,11418 Frederick Rd,16,15,0,0,Eugene and Kathleen Boone House,,,2008,Demo permit for SFD 11/19/2003 completed,POINT (1338395.88 591723.375)
Historic_Sites_View.fid-e93e948_15090ed509b_-1922,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-949.pdf"" TARGET=""NEW"">Click Here </a>",949,Unnamed,8110 Washington Blvd,43,14,214,0,Unnamed,,Jessup,2008,"Vandalized, scheduled for demolition in 2007",POINT (1370880.96 545557.98)
Historic_Sites_View.fid-e93e948_15090ed509b_-1921,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-950.pdf"" TARGET=""NEW"">Click Here </a>",950,Unnamed,8112 Washington Blvd,43,14,214,0,Unnamed,,Jessup,2008,"Demo permit fro SFD 9/18/2007 completed, new development built",POINT (1370793.75 545590.47)
Historic_Sites_View.fid-e93e948_15090ed509b_-1920,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-951.pdf"" TARGET=""NEW"">Click Here </a>",951,Oakhurst Tenant House,2732 McKendree Rd,14,11,44,0,Oakhurst Tenant House,,Cooksville,2008,"Demo permit for SFD 6/5/2008 completed, new house built",POINT (1308611.3099999998 595718.0399999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-191f,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-952.pdf"" TARGET=""NEW"">Click Here </a>",952,Wehland Family Farm,Waterloo Rd,37,14,246,0,Wehland Family Farm,,Pfeiffers Corner,2008,Demolished as per Samantha Stoney (email 01/04/10),POINT (1370200.0799999998 558814.755)
Historic_Sites_View.fid-e93e948_15090ed509b_-191e,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-953.pdf"" TARGET=""NEW"">Click Here </a>",953,Harman Tenant House/Taylo,5706 Furnace Ave,38,4,621,0,Harman Tenant House/Taylor House,,Elkridge,2008,Expected to be demolished in 2008,POINT (1395642.18 563685.855)
Historic_Sites_View.fid-e93e948_15090ed509b_-191d,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-954.pdf"" TARGET=""NEW"">Click Here </a>",954,Unnamed,7734 Washington Blvd,43,9,0,0,Unnamed,,Waterloo,2008,Demo permit mobile home 5/9/2008 complete,POINT (1373933.8199999998 548704.005)
Historic_Sites_View.fid-e93e948_15090ed509b_-191c,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-957.pdf"" TARGET=""NEW"">Click Here </a>",957,William Howard Farm,11480 Old Frederick Rd,10,15,152,0,William Howard Farm,,,2008,Planned for demolition,POINT (1338259.02 604308.5549999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-191b,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-958.pdf"" TARGET=""NEW"">Click Here </a>",958,Unnamed,Hicks Rd,43,14,211,0,Unnamed,,Waterloo,2008,Slated for demolition in 2008,POINT (1370791.1099999999 546422.7749999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-191a,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-959.pdf"" TARGET=""NEW"">Click Here </a>",959,Unnamed,Hicks Rd,43,14,211,0,Unnamed,,Waterloo,2008,Scheduled for demolition in 2009,POINT (1370679.9 546514.95)
Historic_Sites_View.fid-e93e948_15090ed509b_-1919,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-961.pdf"" TARGET=""NEW"">Click Here </a>",961,Unnamed,15485 Roxbury Rd,21,14,93,0,Unnamed,,Roxbury Mills,2008,,POINT (1300475.88 582424.38)
Historic_Sites_View.fid-e93e948_15090ed509b_-1918,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-962.pdf"" TARGET=""NEW"">Click Here </a>",962,Unnamed,4625 Centennial Ln,30,1,7,0,Unnamed,,Columbia,2008,2 houses slated for demolition,POINT (1350098.8199999998 574532.5499999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1917,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-963.pdf"" TARGET=""NEW"">Click Here </a>",963,Berry House,4548 Route 97,27,1,4,0,Berry House,,Roxbury Mills,2008,Scheduled for demolition in 2008,POINT (1296531.0599999998 575389.6499999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1916,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-964.pdf"" TARGET=""NEW"">Click Here </a>",964,Jones House,4554 Route 97,27,1,5,0,Jones House,,Roxbury Mills,2008,Scheduled for demolition in 2009,POINT (1296530.76 575209.08)
Historic_Sites_View.fid-e93e948_15090ed509b_-1915,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-968.pdf"" TARGET=""NEW"">Click Here </a>",968,Unnamed,9598 Old Route 108,30,9,67,12,Unnamed,,Columbia,2008,,POINT (1356477.96 573195.7799999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1914,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-973.pdf"" TARGET=""NEW"">Click Here </a>",973,Schoneman House,5674 Furnace Ave,38,4,623,0,Schoneman House,,Elkridge,2009,Proposed for demolition,POINT (1395507.8399999999 563831.01)
Historic_Sites_View.fid-e93e948_15090ed509b_-1913,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-974.pdf"" TARGET=""NEW"">Click Here </a>",974,McCauley-Hobbs Tenant Hou,Furnace Ave,38,4,623,0,McCauley-Hobbs Tenant House,,Elkridge,2010,Scheduled for demolition despite attempt to have relocated,POINT (1395557.5799999998 563986.4099999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1912,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-975.pdf"" TARGET=""NEW"">Click Here </a>",975,Taylor Manor Hospital,4100 College Ave,25,20,73,0,Taylor Manor Hospital,,Ellicott City,2010,"Most buildings demoslished 2008-09 for development, remainder to be demo'd",POINT (1370990.88 579070.875)
